path,model_name,label
./fake/en/parler_tts_large_v1/the_sea_fairies_04_f000122.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/poisoned_pen_09_f000282.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/poisoned_pen_09_f000053.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_20_f000075.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_05_f000011.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/midnight_passenger_11_f000175.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/rinkitink_baum_01_64kb_f000041.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/jane_eyre_25_f000223.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/rinkitink_baum_05_64kb_f000011.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/jane_eyre_05_f000166.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/skyisland_13_baum_64kb_f000027.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/northandsouth_30_f000048.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/silent_bullet_05_f000039.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_29_f000013.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/jane_eyre_32_f000035.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/northandsouth_52_f000075.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_21_f000121.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/midnight_passenger_04_f000193.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_27_f000159.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_19_f000153.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/the_master_key_10_f000023.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/dorothy_and_wizard_oz_05_f000099.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/jane_eyre_32_f000079.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/dorothy_and_wizard_oz_12_f000106.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/skyisland_10_baum_64kb_f000018.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/poisoned_pen_04_f000117.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/jane_eyre_18_f000112.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/pink_fairy_book_36_f000127.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/pink_fairy_book_30_f000049.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/northandsouth_36_f000088.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/silent_bullet_09_f000100.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/northandsouth_01_f000122.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/jane_eyre_21_f000011.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/pink_fairy_book_14_f000018.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/ozma_of_oz_11_f000030.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_37_f000332.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/midnight_passenger_11_f000248.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/poisoned_pen_04_f000261.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/the_sea_fairies_08_f000044.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/jane_eyre_09_f000130.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/poisoned_pen_11_f000375.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/emerald_city_of_oz_15_f000092.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/emerald_city_of_oz_30_f000007.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_17_f000185.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/poisoned_pen_06_f000180.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/ozma_of_oz_01_f000045.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_21_f000205.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/northandsouth_20_f000125.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/emerald_city_of_oz_10_f000085.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/wives_and_daughters_13_f000132.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/the_sea_fairies_20_f000133.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_20_f000201.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/pink_fairy_book_07_f000037.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/jane_eyre_01_f000015.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/midnight_passenger_14_f000141.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_24_f000050.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_44_f000145.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/piratesofersatz_11_leinster_64kb_f000119.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/ozma_of_oz_11_f000104.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_23_f000150.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_33_f000124.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/piratesofersatz_06_leinster_64kb_f000163.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/jane_eyre_11_f000197.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_35_f000008.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_10_f000139.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/midnight_passenger_08_f000066.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/the_sea_fairies_06_f000119.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/rinkitink_baum_08_64kb_f000104.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/piratesofersatz_03_leinster_64kb_f000185.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/emerald_city_of_oz_22_f000067.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/the_sea_fairies_17_f000113.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/ozma_of_oz_18_f000009.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_02_f000056.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/poisoned_pen_01_f000125.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_59_f000105.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_59_f000019.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/dorothy_and_wizard_oz_15_f000023.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/northandsouth_22_f000060.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/rinkitink_baum_23_64kb_f000034.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/the_sea_fairies_01_f000030.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/pink_fairy_book_38_f000062.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/pink_fairy_book_14_f000108.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/jane_eyre_05_f000094.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_37_f000274.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/dorothy_and_wizard_oz_17_f000090.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/jane_eyre_20_f000331.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/jane_eyre_03_f000035.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/skyisland_09_baum_64kb_f000023.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/jane_eyre_03_f000053.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/skyisland_02_baum_64kb_f000105.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/piratesofersatz_04_leinster_64kb_f000096.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_06_f000268.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/northandsouth_39_f000045.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/midnight_passenger_05_f000190.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_22_f000227.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_02_f000150.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/silent_bullet_10_f000103.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/poisoned_pen_06_f000275.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/jane_eyre_24_f000167.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/northandsouth_42_f000053.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_27_f000036.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_08_f000076.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/northandsouth_08_f000185.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/silent_bullet_02_f000168.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_41_f000231.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/piratesofersatz_01_leinster_64kb_f000030.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/pink_fairy_book_07_f000069.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/wives_and_daughters_26_f000321.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/hunters_space_07_f000041.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/northandsouth_46_f000301.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_19_f000100.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/skyisland_06_baum_64kb_f000066.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/wives_and_daughters_52_f000086.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_35_f000240.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/poisoned_pen_10_f000225.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/emerald_city_of_oz_01_f000020.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/midnight_passenger_11_f000161.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_47_f000187.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/skyisland_22_baum_64kb_f000050.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_37_f000272.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/jane_eyre_13_f000155.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/wives_and_daughters_19_f000027.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/poisoned_pen_04_f000067.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/piratesofersatz_12_leinster_64kb_f000078.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/northandsouth_50_f000173.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/silent_bullet_06_f000257.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/hunters_space_04_f000026.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/dorothy_and_wizard_oz_09_f000078.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/silent_bullet_06_f000158.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_34_f000090.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/poisoned_pen_03_f000280.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/silent_bullet_10_f000196.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/piratesofersatz_09_leinster_64kb_f000001.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/jane_eyre_35_f000093.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/northandsouth_22_f000178.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_37_f000008.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/midnight_passenger_12_f000168.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_14_f000031.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_36_f000117.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/northandsouth_07_f000064.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_01_f000098.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_22_f000059.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/pink_fairy_book_02_f000023.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_27_f000036.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_40_f000104.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_49_f000067.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/dorothy_and_wizard_oz_16_f000094.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/poisoned_pen_07_f000299.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/the_sea_fairies_03_f000075.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_07_f000031.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/jane_eyre_36_f000088.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_60_f000223.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_35_f000063.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/rinkitink_baum_24_64kb_f000014.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_24_f000267.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/northandsouth_06_f000103.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/jane_eyre_18_f000302.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/wives_and_daughters_11_f000115.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/ozma_of_oz_07_f000038.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/rinkitink_baum_18_64kb_f000034.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/northandsouth_49_f000016.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/ozma_of_oz_20_f000037.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_13_f000127.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/the_sea_fairies_05_f000022.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/emerald_city_of_oz_10_f000083.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/skyisland_26_baum_64kb_f000002.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/poisoned_pen_12_f000003.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/jane_eyre_27_f000403.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/pink_fairy_book_24_f000005.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/silent_bullet_04_f000265.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/ozma_of_oz_09_f000027.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/poisoned_pen_01_f000163.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/jane_eyre_14_f000152.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/dorothy_and_wizard_oz_02_f000048.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/poisoned_pen_07_f000395.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/poisoned_pen_11_f000274.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/rinkitink_baum_05_64kb_f000120.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/wives_and_daughters_32_f000028.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/wives_and_daughters_50_f000162.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/piratesofersatz_06_leinster_64kb_f000082.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_46_f000054.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_60_f000108.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/pink_fairy_book_10_f000071.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/dorothy_and_wizard_oz_10_f000058.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/jane_eyre_28_f000124.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/wives_and_daughters_11_f000223.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/jane_eyre_27_f000478.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/pink_fairy_book_14_f000098.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_26_f000021.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/jane_eyre_29_f000178.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/the_sea_fairies_03_f000137.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/skyisland_10_baum_64kb_f000079.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/wives_and_daughters_52_f000073.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/wives_and_daughters_21_f000193.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/wives_and_daughters_39_f000172.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/northandsouth_17_f000082.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_mini_v1/poisoned_pen_04_f000181.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/midnight_passenger_09_f000130.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/jane_eyre_13_f000076.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/wives_and_daughters_37_f000210.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/northandsouth_37_f000130.wav,parler_tts_large_v1,1
./fake/en/parler_tts_large_v1/jane_eyre_12_f000124.wav,parler_tts_large_v1,1
./fake/en/parler_tts_mini_v1/the_master_key_03_f000045.wav,parler_tts_mini_v1,0
./fake/en/parler_tts_large_v1/jane_eyre_26_f000036.wav,parler_tts_large_v1,1
